title,abstract,authors,year,venue,journal,url,isOpenAccess,openAccessPdf,citationCount,referenceCount,isInfluential,publicationTypes,fieldsOfStudy,externalIds,influentialCitationCount,authors_names,publicationTypes_str,externalIds_str
Quality-aware analysis in product line engineering with the orthogonal variability model,"Software product line engineering is about producing a set of similar products in a certain domain. A variability model documents the variability amongst products in a product line. The specification of variability can be extended with quality information, such as measurable quality attributes (e.g., CPU and memory consumption) and constraints on these attributes (e.g., memory consumption should be in a range of values). However, the wrong use of constraints may cause anomalies in the specification which must be detected (e.g., the model could represent no products). Furthermore, based on such quality information, it is possible to carry out quality-aware analyses, i.e., the product line engineer may want to verify whether it is possible to build a product that satisfies a desired quality. The challenge for quality-aware specification and analysis is threefold. First, there should be a way to specify quality information in variability models. Second, it should be possible to detect anomalies in the variability specification associated with quality information. Third, there should be mechanisms to verify the variability model to extract useful information, such as the possibility to build a product that fulfils certain quality conditions (e.g., is there any product that requires less than 512 MB of memory?). In this article, we present an approach for quality-aware analysis in software product lines using the orthogonal variability model (OVM) to represent variability. We propose to map variability represented in the OVM associated with quality information to a constraint satisfaction problem and to use an off-the-shelf constraint programming solver to automatically perform the verification task. To illustrate our approach, we use a product line in the automotive domain which is an example that was created in a national project by a leading car company. We have developed a prototype tool named FaMa-OVM, which works as a proof of concepts. We were able to identify void models, dead and false optional elements, and check whether the product line example satisfies quality conditions.","[{'authorId': '1403014412', 'name': 'Fabricia Roos-Frantz'}, {'authorId': '144672758', 'name': 'David Benavides'}, {'authorId': '38103741', 'name': 'Antonio Ruiz-Cortés'}, {'authorId': '2343590', 'name': 'André Heuer'}, {'authorId': '2200965', 'name': 'Kim Lauenroth'}]",2011.0,Software quality journal,"{'volume': '20', 'pages': '519 - 565', 'name': 'Software Quality Journal'}",https://www.semanticscholar.org/paper/ac03133402c6314a3380ad82de66aaa573df037f,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://core.ac.uk/download/pdf/51388231.pdf, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",52.0,32.0,,['JournalArticle'],['Computer Science'],"{'MAG': '2024826021', 'DBLP': 'journals/sqj/Roos-FrantzBCHL12', 'DOI': '10.1007/s11219-011-9156-5', 'CorpusId': 14209744}",4.0,"Fabricia Roos-Frantz, David Benavides, Antonio Ruiz-Cortés, André Heuer, Kim Lauenroth",JournalArticle,"MAG:2024826021, DBLP:journals/sqj/Roos-FrantzBCHL12, DOI:10.1007/s11219-011-9156-5, CorpusId:14209744"
SPL Conqueror: Toward optimization of non-functional properties in software product lines,,"[{'authorId': '1708928', 'name': 'Norbert Siegmund'}, {'authorId': '1726519', 'name': 'Marko Rosenmüller'}, {'authorId': '2380813', 'name': 'Martin Kuhlemann'}, {'authorId': '145832795', 'name': 'Christian Kästner'}, {'authorId': '1721771', 'name': 'S. Apel'}, {'authorId': '1746173', 'name': 'G. Saake'}]",2011.0,Software quality journal,"{'volume': '20', 'pages': '487 - 517', 'name': 'Software Quality Journal'}",https://www.semanticscholar.org/paper/03ef4d8632f591c2674ec90d30e1afd6ba5c90f4,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1007/s11219-011-9152-9?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1007/s11219-011-9152-9, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",191.0,71.0,,['JournalArticle'],['Computer Science'],"{'DBLP': 'journals/sqj/SiegmundRKKAS12', 'MAG': '1968560832', 'DOI': '10.1007/s11219-011-9152-9', 'CorpusId': 9390434}",27.0,"Norbert Siegmund, Marko Rosenmüller, Martin Kuhlemann, Christian Kästner, S. Apel, G. Saake",JournalArticle,"DBLP:journals/sqj/SiegmundRKKAS12, MAG:1968560832, DOI:10.1007/s11219-011-9152-9, CorpusId:9390434"
Sequential Model-Based Optimization for General Algorithm Configuration,,"[{'authorId': '144661829', 'name': 'F. Hutter'}, {'authorId': '2470869', 'name': 'H. Hoos'}, {'authorId': '1388404060', 'name': 'Kevin Leyton-Brown'}]",2011.0,Learning and Intelligent Optimization,{'pages': '507-523'},https://www.semanticscholar.org/paper/728744423ff0fb7e327664ed4e6352a95bb6c893,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1007/978-3-642-25566-3_40?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1007/978-3-642-25566-3_40, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",2891.0,56.0,,['JournalArticle'],"['Mathematics', 'Computer Science']","{'MAG': '60686164', 'DBLP': 'conf/lion/HutterHL11', 'DOI': '10.1007/978-3-642-25566-3_40', 'CorpusId': 6944647}",337.0,"F. Hutter, H. Hoos, Kevin Leyton-Brown",JournalArticle,"MAG:60686164, DBLP:conf/lion/HutterHL11, DOI:10.1007/978-3-642-25566-3_40, CorpusId:6944647"
Approaching Non-functional Properties of Software Product Lines: Learning from Products,,"[{'authorId': '1738734', 'name': 'Julio Sincero'}, {'authorId': '1397298543', 'name': 'Wolfgang Schröder-Preikschat'}, {'authorId': '1721730', 'name': 'O. Spinczyk'}]",2010.0,Asia-Pacific Software Engineering Conference,"{'pages': '147-155', 'name': '2010 Asia Pacific Software Engineering Conference'}",https://www.semanticscholar.org/paper/478706109796efca39bad6b6e9012265a1a549cb,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1109/APSEC.2010.26?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/APSEC.2010.26, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",66.0,34.0,,"['JournalArticle', 'Conference']",['Computer Science'],"{'MAG': '2170940899', 'DBLP': 'conf/apsec/SinceroSS10', 'DOI': '10.1109/APSEC.2010.26', 'CorpusId': 18866920}",2.0,"Julio Sincero, Wolfgang Schröder-Preikschat, O. Spinczyk","JournalArticle, Conference","MAG:2170940899, DBLP:conf/apsec/SinceroSS10, DOI:10.1109/APSEC.2010.26, CorpusId:18866920"
Automated analysis of feature models 20 years later: A literature review,"Software product line engineering is about producing a set of related products that share more commonalities than variabilities. Feature models are widely used for variability and commonality management in software product lines. Feature models are information models where a set of products are represented as a set of features in a single model. The automated analysis of feature models deals with the computer-aided extraction of information from feature models. The literature on this topic has contributed with a set of operations, techniques, tools and empirical results which have not been surveyed until now. This paper provides a comprehensive literature review on the automated analysis of feature models 20 years after of their invention. This paper contributes by bringing together previously disparate streams of work to help shed light on this thriving area. We also present a conceptual framework to understand the different proposals as well as categorise future contributions. We finally discuss the different studies and propose some challenges to be faced in the future.","[{'authorId': '144672758', 'name': 'David Benavides'}, {'authorId': '145135083', 'name': 'Sergio Segura'}, {'authorId': '38103741', 'name': 'Antonio Ruiz-Cortés'}]",2010.0,Information Systems,"{'volume': '35', 'pages': '615-636', 'name': 'Inf. Syst.'}",https://www.semanticscholar.org/paper/7c62fdbfc2baa5dd3e9ab2ac55153dfc9553dda0,True,"{'url': 'https://idus.us.es/bitstream/11441/24694/1/Automated%20Analysis%20of%20featured%2020%20Years%20Later%20a%20literature%20review.pdf', 'status': 'GREEN', 'license': 'CCBYNCND', 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1016/j.is.2010.01.001?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1016/j.is.2010.01.001, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",1287.0,100.0,,"['JournalArticle', 'Review']",['Computer Science'],"{'DBLP': 'journals/is/BenavidesSC10', 'MAG': '2128967738', 'DOI': '10.1016/j.is.2010.01.001', 'CorpusId': 8296351}",164.0,"David Benavides, Sergio Segura, Antonio Ruiz-Cortés","JournalArticle, Review","DBLP:journals/is/BenavidesSC10, MAG:2128967738, DOI:10.1016/j.is.2010.01.001, CorpusId:8296351"
A Review of Machine Learning Algorithms for Text-Documents Classification,"With the increasing availability of electronic documents and the rapid growth of the World Wide Web, the task of automatic categorization of documents became the key method for organizing the information and know- ledge discovery. Proper classification of e-documents, online news, blogs, e-mails and digital libraries need text mining, machine learning and natural language processing tech- niques to get meaningful knowledge. The aim of this paper is to highlight the important techniques and methodologies that are employed in text documents classification, while at the same time making awareness of some of the interesting challenges that remain to be solved, focused mainly on text representation and machine learning techniques. This paper provides a review of the theory and methods of document classification and text mining, focusing on the existing litera- ture.","[{'authorId': '144828657', 'name': 'B. Baharudin'}, {'authorId': '1704695', 'name': 'L. Lee'}, {'authorId': '39488669', 'name': 'Khairullah Khan'}]",2010.0,,"{'volume': '1', 'pages': '4-20', 'name': 'Journal of Advances in Information Technology'}",https://www.semanticscholar.org/paper/5a9e85af0bc45472e9c14e956819f1324085aaa1,True,"{'url': 'https://doi.org/10.4304/jait.1.1.4-20', 'status': 'HYBRID', 'license': 'CCBY', 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.4304/JAIT.1.1.4-20?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.4304/JAIT.1.1.4-20, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",662.0,126.0,,['Review'],['Computer Science'],"{'MAG': '1965398296', 'DOI': '10.4304/JAIT.1.1.4-20', 'CorpusId': 14774186}",25.0,"B. Baharudin, L. Lee, Khairullah Khan",Review,"MAG:1965398296, DOI:10.4304/JAIT.1.1.4-20, CorpusId:14774186"
The WEKA data mining software: an update,,"[{'authorId': '118860642', 'name': 'M. Hall'}, {'authorId': '1767318', 'name': 'E. Frank'}, {'authorId': '144282963', 'name': 'G. Holmes'}, {'authorId': '1737420', 'name': 'Bernhard Pfahringer'}, {'authorId': '2840271', 'name': 'P. Reutemann'}, {'authorId': '9419406', 'name': 'I. Witten'}]",2009.0,SKDD,"{'volume': '11', 'pages': '10-18', 'name': 'SIGKDD Explor.'}",https://www.semanticscholar.org/paper/6d8c9fcce8177d6f8d122d653c7d32d7624d6714,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1145/1656274.1656278?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/1656274.1656278, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",20703.0,40.0,,"['JournalArticle', 'Review']",['Computer Science'],"{'DBLP': 'journals/sigkdd/HallFHPRW09', 'MAG': '2133990480', 'DOI': '10.1145/1656274.1656278', 'CorpusId': 13861754}",2160.0,"M. Hall, E. Frank, G. Holmes, Bernhard Pfahringer, P. Reutemann, I. Witten","JournalArticle, Review","DBLP:journals/sigkdd/HallFHPRW09, MAG:2133990480, DOI:10.1145/1656274.1656278, CorpusId:13861754"
SD-VBS: The San Diego Vision Benchmark Suite,"In the era of multi-core, computer vision has emerged as an exciting application area which promises to continue to drive the demand for both more powerful and more energy efficient processors. Although there is still a long way to go, vision has matured significantly over the last few decades, and the list of applications that are useful to end users continues to grow. The parallelism inherent in vision applications makes them a promising workload for multi-core and many-core processors.","[{'authorId': '3232544', 'name': 'Sravanthi Kota Venkata'}, {'authorId': '2148370', 'name': 'Ikkjin Ahn'}, {'authorId': '40133269', 'name': 'Donghwan Jeon'}, {'authorId': '2110760802', 'name': 'Anshuman Gupta'}, {'authorId': '3097941', 'name': 'Christopher M. Louie'}, {'authorId': '143811073', 'name': 'Saturnino Garcia'}, {'authorId': '50172592', 'name': 'Serge J. Belongie'}, {'authorId': '38303344', 'name': 'M. Taylor'}]",2009.0,IEEE International Symposium on Workload Characterization,"{'pages': '55-64', 'name': '2009 IEEE International Symposium on Workload Characterization (IISWC)'}",https://www.semanticscholar.org/paper/26a7c5cd92c018f8348c1424e10042811ec15148,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1109/IISWC.2009.5306794?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/IISWC.2009.5306794, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",231.0,32.0,,['JournalArticle'],['Computer Science'],"{'DBLP': 'conf/iiswc/VenkataAJGLGBT09', 'MAG': '2132511032', 'DOI': '10.1109/IISWC.2009.5306794', 'CorpusId': 78184}",33.0,"Sravanthi Kota Venkata, Ikkjin Ahn, Donghwan Jeon, Anshuman Gupta, Christopher M. Louie, Saturnino Garcia, Serge J. Belongie, M. Taylor",JournalArticle,"DBLP:conf/iiswc/VenkataAJGLGBT09, MAG:2132511032, DOI:10.1109/IISWC.2009.5306794, CorpusId:78184"
A review of machine learning approaches to Spam filtering,,"[{'authorId': '3327532', 'name': 'Thiago S. Guzella'}, {'authorId': '2891406', 'name': 'W. Caminhas'}]",2009.0,Expert systems with applications,"{'volume': '36', 'pages': '10206-10222', 'name': 'Expert Syst. Appl.'}",https://www.semanticscholar.org/paper/66405753664af1895830f147365cc5903388dea1,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1016/j.eswa.2009.02.037?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1016/j.eswa.2009.02.037, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",551.0,120.0,,"['JournalArticle', 'Review']",['Computer Science'],"{'DBLP': 'journals/eswa/GuzellaC09', 'MAG': '327991062', 'DOI': '10.1016/j.eswa.2009.02.037', 'CorpusId': 5143301}",17.0,"Thiago S. Guzella, W. Caminhas","JournalArticle, Review","DBLP:journals/eswa/GuzellaC09, MAG:327991062, DOI:10.1016/j.eswa.2009.02.037, CorpusId:5143301"
Boosting the performance of computing systems through adaptive configuration tuning,,"[{'authorId': '1825678210', 'name': 'Haifeng Chen'}, {'authorId': '1791767', 'name': 'Guofei Jiang'}, {'authorId': '2153728928', 'name': 'Hui Zhang'}, {'authorId': '35191541', 'name': 'K. Yoshihira'}]",2009.0,ACM Symposium on Applied Computing,{'pages': '1045-1049'},https://www.semanticscholar.org/paper/61dcb2f34fd5f3418fafc4ede9c0e26d20822ce3,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1145/1529282.1529511?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/1529282.1529511, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",26.0,14.0,,['JournalArticle'],['Computer Science'],"{'MAG': '2077194309', 'DBLP': 'conf/sac/ChenJZY09', 'DOI': '10.1145/1529282.1529511', 'CorpusId': 11732012}",0.0,"Haifeng Chen, Guofei Jiang, Hui Zhang, K. Yoshihira",JournalArticle,"MAG:2077194309, DBLP:conf/sac/ChenJZY09, DOI:10.1145/1529282.1529511, CorpusId:11732012"
Measuring Non-Functional Properties in Software Product Line for Product Derivation,,"[{'authorId': '1708928', 'name': 'Norbert Siegmund'}, {'authorId': '1726519', 'name': 'Marko Rosenmüller'}, {'authorId': '2380813', 'name': 'Martin Kuhlemann'}, {'authorId': '145832795', 'name': 'Christian Kästner'}, {'authorId': '1746173', 'name': 'G. Saake'}]",2008.0,Asia-Pacific Software Engineering Conference,"{'pages': '187-194', 'name': '2008 15th Asia-Pacific Software Engineering Conference'}",https://www.semanticscholar.org/paper/b5cd8cba66192a23b15b3357be6e3c291ebdef88,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1109/APSEC.2008.45?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/APSEC.2008.45, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",45.0,36.0,,"['JournalArticle', 'Conference']",['Computer Science'],"{'MAG': '2129501540', 'DBLP': 'conf/apsec/SiegmundRKKS08', 'DOI': '10.1109/APSEC.2008.45', 'CorpusId': 2610643}",0.0,"Norbert Siegmund, Marko Rosenmüller, Martin Kuhlemann, Christian Kästner, G. Saake","JournalArticle, Conference","MAG:2129501540, DBLP:conf/apsec/SiegmundRKKS08, DOI:10.1109/APSEC.2008.45, CorpusId:2610643"
Efficient compilation techniques for large scale feature models,,"[{'authorId': '25009146', 'name': 'Marcílio Mendonça'}, {'authorId': '1723400', 'name': 'A. Wąsowski'}, {'authorId': '1726889', 'name': 'K. Czarnecki'}, {'authorId': '35002948', 'name': 'D. Cowan'}]",2008.0,International Conference on Generative Programming: Concepts and Experiences,{'pages': '13-22'},https://www.semanticscholar.org/paper/1cc690ce5696c92cd7898cc00e64631686a78934,True,"{'url': 'http://gsd.uwaterloo.ca/sites/default/files/gpce08.pdf', 'status': 'GREEN', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1145/1449913.1449918?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/1449913.1449918, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",143.0,28.0,,"['JournalArticle', 'Review']",['Computer Science'],"{'DBLP': 'conf/gpce/MendoncaWCC08', 'MAG': '2151338677', 'DOI': '10.1145/1449913.1449918', 'CorpusId': 2945153}",12.0,"Marcílio Mendonça, A. Wąsowski, K. Czarnecki, D. Cowan","JournalArticle, Review","DBLP:conf/gpce/MendoncaWCC08, MAG:2151338677, DOI:10.1145/1449913.1449918, CorpusId:2945153"
SATzilla: Portfolio-based Algorithm Selection for SAT,"It has been widely observed that there is no single ""dominant"" SAT solver; instead, different solvers perform best on different instances. Rather than following the traditional approach of choosing the best solver for a given class of instances, we advocate making this decision online on a per-instance basis. Building on previous work, we describe SATzilla, an automated approach for constructing per-instance algorithm portfolios for SAT that use so-called empirical hardness models to choose among their constituent solvers. This approach takes as input a distribution of problem instances and a set of component solvers, and constructs a portfolio optimizing a given objective function (such as mean runtime, percent of instances solved, or score in a competition). The excellent performance of SATzilla was independently verified in the 2007 SAT Competition, where our SATzilla07 solvers won three gold, one silver and one bronze medal. In this article, we go well beyond SATzilla07 by making the portfolio construction scalable and completely automated, and improving it by integrating local search solvers as candidate solvers, by predicting performance score instead of runtime, and by using hierarchical hardness models that take into account different types of SAT instances. We demonstrate the effectiveness of these new techniques in extensive experimental results on data sets including instances from the most recent SAT competition.","[{'authorId': '2152895903', 'name': 'Lin Xu'}, {'authorId': '144661829', 'name': 'F. Hutter'}, {'authorId': '2470869', 'name': 'H. Hoos'}, {'authorId': '1388404060', 'name': 'Kevin Leyton-Brown'}]",2008.0,Journal of Artificial Intelligence Research,"{'volume': 'abs/1111.2249', 'name': 'ArXiv'}",https://www.semanticscholar.org/paper/72489f377f08ac720cd31d9eed20706abfed58bb,True,"{'url': 'https://jair.org/index.php/jair/article/download/10556/25269', 'status': 'GOLD', 'license': 'publisher-specific license', 'disclaimer': 'Notice: Paper or abstract available at https://arxiv.org/abs/1111.2249, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",1029.0,76.0,,['JournalArticle'],"['Mathematics', 'Computer Science']","{'ArXiv': '1111.2249', 'DBLP': 'journals/corr/abs-1111-2249', 'MAG': '2147148915', 'DOI': '10.1613/jair.2490', 'CorpusId': 10987043}",91.0,"Lin Xu, F. Hutter, H. Hoos, Kevin Leyton-Brown",JournalArticle,"ArXiv:1111.2249, DBLP:journals/corr/abs-1111-2249, MAG:2147148915, DOI:10.1613/jair.2490, CorpusId:10987043"
Dynamic Software Product Lines,"The Software Engineering Institute (SEI) defines an SPL as a set of software-intensive systems that share a common, managed set of features satisfying the specific needs of a particular market segment or mission. A fundamental principle of SPLs is variability management, which involves separating the product line into three parts - common components, parts common to some but not all products, and individual products with their own specific requirements - and managing these throughout development. Using SPLs seeks to maximize reusable variation and eliminate wasteful generic development of components used only once. Although traditional SPL engineering recognizes that variation points are bound at different stages of development, and possibly also at runtime, it typically binds variation points before delivery of the software. In contrast, DSPL engineers typically aren't concerned with pre-runtime variation points. However, they recognize that in practice mixed approaches might be viable, where some variation points related to the environment's static properties are bound before runtime and others related to the dynamic properties are bound at runtime.","[{'authorId': '2408641', 'name': 'Svein O. Hallsteinsen'}, {'authorId': '1699551', 'name': 'M. Hinchey'}, {'authorId': '7882876', 'name': 'Sooyong Park'}, {'authorId': '144242731', 'name': 'Klaus Schmid'}]",2008.0,Computer,"{'volume': '41', 'name': 'Computer'}",https://www.semanticscholar.org/paper/145a903de884f39c80a4dce078869d4e98c80110,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1109/MC.2008.123?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/MC.2008.123, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",438.0,10.0,,['JournalArticle'],['Computer Science'],"{'DBLP': 'books/sp/variability13/HallsteinsenHPS13', 'MAG': '2244333340', 'DOI': '10.1109/MC.2008.123', 'CorpusId': 18979036}",37.0,"Svein O. Hallsteinsen, M. Hinchey, Sooyong Park, Klaus Schmid",JournalArticle,"DBLP:books/sp/variability13/HallsteinsenHPS13, MAG:2244333340, DOI:10.1109/MC.2008.123, CorpusId:18979036"
Foundations of Software Testing,,"[{'authorId': '40638954', 'name': 'I. Evans'}, {'authorId': '48239267', 'name': 'D. Graham'}]",2007.0,,"{'volume': '', 'name': ''}",https://www.semanticscholar.org/paper/6525829fdbd9d175c533128dcfbc38654ae7c0a0,False,"{'url': '', 'status': None, 'license': None}",202.0,0.0,,,['Computer Science'],"{'MAG': '2798943712', 'CorpusId': 196124860}",18.0,"I. Evans, D. Graham",,"MAG:2798943712, CorpusId:196124860"
Optimizing system configurations quickly by guessing at the performance,,"[{'authorId': '1708769', 'name': 'T. Osogami'}, {'authorId': '2357775', 'name': 'Sei Kato'}]",2007.0,Measurement and Modeling of Computer Systems,{'pages': '145-156'},https://www.semanticscholar.org/paper/339075774e069a3f00c94d143bf94be8aab19efd,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1145/1254882.1254899?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/1254882.1254899, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",63.0,14.0,,['JournalArticle'],['Computer Science'],"{'MAG': '2042121628', 'DBLP': 'conf/sigmetrics/OsogamiK07', 'DOI': '10.1145/1254882.1254899', 'CorpusId': 12998603}",2.0,"T. Osogami, Sei Kato",JournalArticle,"MAG:2042121628, DBLP:conf/sigmetrics/OsogamiK07, DOI:10.1145/1254882.1254899, CorpusId:12998603"
Automatic configuration of internet services,,"[{'authorId': '144546743', 'name': 'Wei Zheng'}, {'authorId': '2118138', 'name': 'R. Bianchini'}, {'authorId': '144738140', 'name': 'Thu D. Nguyen'}]",2007.0,European Conference on Computer Systems,{'pages': '219-229'},https://www.semanticscholar.org/paper/1dc8960ee89252ba82d881b17211542017e4c597,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1145/1272996.1273020?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/1272996.1273020, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",93.0,21.0,,['JournalArticle'],['Computer Science'],"{'MAG': '2152075354', 'DBLP': 'conf/eurosys/ZhengBN07', 'DOI': '10.1145/1272996.1273020', 'CorpusId': 13050152}",1.0,"Wei Zheng, R. Bianchini, Thu D. Nguyen",JournalArticle,"MAG:2152075354, DBLP:conf/eurosys/ZhengBN07, DOI:10.1145/1272996.1273020, CorpusId:13050152"
Performing systematic literature reviews in software engineering,,"[{'authorId': '1896276', 'name': 'D. Budgen'}, {'authorId': '145662410', 'name': 'P. Brereton'}]",2006.0,International Conference on Software Engineering,{'name': 'Proceedings of the 28th international conference on Software engineering'},https://www.semanticscholar.org/paper/55bdaa9d27ed595e2ccf34b3a7847020cc9c946c,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1145/1134285.1134500?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/1134285.1134500, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",8093.0,9.0,,"['JournalArticle', 'Book', 'Conference', 'Review']",['Computer Science'],"{'MAG': '2032860265', 'DBLP': 'conf/icse/BudgenB06', 'DOI': '10.1145/1134285.1134500', 'CorpusId': 42173103}",1325.0,"D. Budgen, P. Brereton","JournalArticle, Book, Conference, Review","MAG:2032860265, DBLP:conf/icse/BudgenB06, DOI:10.1145/1134285.1134500, CorpusId:42173103"
A taxonomy of variability realization techniques,,"[{'authorId': '1725849', 'name': 'Mikael Svahnberg'}, {'authorId': '144393257', 'name': 'J. V. Gurp'}, {'authorId': '144913779', 'name': 'J. Bosch'}]",2005.0,"Software, Practice & Experience","{'volume': '35', 'name': 'Software: Practice and Experience'}",https://www.semanticscholar.org/paper/889929522bc22507d14d56f158af98b9468d2617,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1002/spe.652?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1002/spe.652, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",496.0,59.0,,['JournalArticle'],['Computer Science'],"{'DBLP': 'journals/spe/SvahnbergGB05', 'MAG': '2171041293', 'DOI': '10.1002/spe.652', 'CorpusId': 865362}",25.0,"Mikael Svahnberg, J. V. Gurp, J. Bosch",JournalArticle,"DBLP:journals/spe/SvahnbergGB05, MAG:2171041293, DOI:10.1002/spe.652, CorpusId:865362"
A taxonomy of variability realization techniques: Research Articles,,"[{'authorId': '1725849', 'name': 'Mikael Svahnberg'}, {'authorId': '144393257', 'name': 'J. V. Gurp'}, {'authorId': '144913779', 'name': 'J. Bosch'}]",2005.0,,"{'volume': '35', 'pages': '705-754', 'name': 'Software - Practice and Experience'}",https://www.semanticscholar.org/paper/fa673ff83f66f7b07f6c361c0e2df6e97917fc0d,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1002/SPE.V35:8?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1002/SPE.V35:8, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",114.0,0.0,,,['Computer Science'],"{'MAG': '2277092214', 'DOI': '10.1002/SPE.V35:8', 'CorpusId': 59691564}",11.0,"Mikael Svahnberg, J. V. Gurp, J. Bosch",,"MAG:2277092214, DOI:10.1002/SPE.V35:8, CorpusId:59691564"
