DOI,Title,Authors,Journal,Year,Abstract,LitmapsId,Cited By,References,PubMedId,Tags
10.1007/978-3-319-69926-4_26,Exploratory testing of large-scale systems – Testing in the continuous integration and delivery pipeline,"Torvald Martensson, Daniel Ståhl, Jan Bosch",Lecture Notes in Computer Science,2017,"In this paper, we show how exploratory testing plays a role as part of a continuous integration and delivery pipeline for large-scale and complex software products. We propose a test method that incorporates exploratory testing as an activity in the continuous integration and delivery pipeline, and is based on elements from other testing techniques such as scenario-based testing, testing in teams and testing in time-boxed sessions. The test method has been validated during ten months by 28 individuals (21 engineers and 7 flight test pilots) in a case study where the system under test is a fighter aircraft. Quantitative data from the case study company shows that the exploratory test teams produced more problem reports than other test teams. The interview results show that both engineers and test pilots were generally positive or very positive when they described their experiences from the case study, and consider the test method to be an efficient way of testing the system in the case study.",209171008,20,44,,
10.1007/s10664-022-10179-6,Do I really need all this work to find vulnerabilities?,"Sarah Elder, Nusrat Zahan, Rui Shu, Monica Metro, Valeri Kozarev, Tim Menzies, Laurie Williams",Empirical Software Engineering,2022,"Context: Applying vulnerability detection techniques is one of many tasks using the limited resources of a software project. Objective: The goal of this research is to assist managers and other decision-makers in making informed choices about the use of software vulnerability detection techniques through an empirical study of the efficiency and effectiveness of four techniques on a Java-based web application. Method: We apply four different categories of vulnerability detection techniques – systematic manual penetration testing (SMPT), exploratory manual penetration testing (EMPT), dynamic application security testing (DAST), and static application security testing (SAST) – to an open-source medical records system. Results: We found the most vulnerabilities using SAST. However, EMPT found more severe vulnerabilities. With each technique, we found unique vulnerabilities not found using the other techniques. The efficiency of manual techniques (EMPT, SMPT) was comparable to or better than the efficiency of automated techniques (DAST, SAST) in terms of Vulnerabilities per Hour (VpH). Conclusions: The vulnerability detection technique practitioners should select may vary based on the goals and available resources of the project. If the goal of an organization is to find “all” vulnerabilities in a project, they need to use as many techniques as their resources allow.",242869160,29,74,,
10.1109/seaa.2015.10,Using the Findings of a Mapping Study to Conduct a Research Project: A Case in Knowledge Management in Software Testing,"É. Souza, R. Falbo, N. Vijaykumar",2015 41st Euromicro Conference on Software Engineering and Advanced Applications,2015,"A mapping study provides a broad overview of a research area in order to determine whether there is research evidence on a particular topic. Results of a systematic mapping may identify suitable areas for performing future research. In this paper, we discuss our experience in using the findings of a mapping study on Knowledge Management (KM) in Software Testing for performing a real research project, which also applied other empirical approaches. The main goals of this paper are: (i) to reinforce the importance of a systematic mapping in the conduction of a research project by discussing a real case of such application, and (ii) to present the results of our survey on the most important aspects of KM when applied to software testing.",73520337,5,38,,
10.1016/j.jss.2019.110485,A systematic literature review on semantic web enabled software testing,"Mahboubeh Dadkhah, Saeed Araban, Samad Paydar",Journal of Systems and Software,2020,(missing abstract),208083641,38,151,,
(missing DOI),Computer Science and Software Engineering,"Research Paper, Megha Chhabra",(missing journal),2016,"— Automated processes of a business are substantially dependent on productivity and reliability of software program used. Software productivity is traceable to software testing. Factors affecting software testing can be broadly classified into three categories as time, cost and reliability. All the Direct or indirect factors are identified and placed in relation with all groups with centroids maintained as reliability, cost and time. The membership of allocation of factors to these three groups make between-class variance maximum and with-in class variance minimum. The purpose of entire classification is to maintain concrete identification of which factors can provide enhancement in a group of one kind while keeping others constant. The discretization of effort to enhance reliability maximizes the focus on factors belonging to group one whereas others are not gleaned upon hence saves time and budget and increases productivity in considerate area.",269934321,0,34,,
(missing DOI),Exploratory Testing: One Size Doesn't Fit All,"A. Ghazi, K. Petersen, E. Bjarnason, P. Runeson",ArXiv,2017,"Exploratory testing (ET) is a powerful and efficient way of testing software by integrating design, execution, and analysis of tests during a testing session. ET is often contrasted with scripted testing, and seen as a choice between black and white. We pose that there are different levels of exploratory testing from fully exploratory to fully scripted and propose a scale for the degree of exploration for ET. The degree is defined through levels of ET, which correspond to the way test charters are formulated. We have evaluated the classification through focus groups at four companies and identified factors that influence the level of exploratory testing. The results show that the proposed ET levels have distinguishing characteristics and that the levels can be used as a guide to structure test charters. Our study also indicates that applying a combination of ET levels can be beneficial in achieving effective testing.",246972621,2,10,,
10.1109/access.2018.2834957,Levels of Exploration in Exploratory Testing: From Freestyle to Fully Scripted,"Ahmad Nauman Ghazi, Kai Petersen, Elizabeth Bjarnason, Per Runeson",IEEE Access,2018,"Exploratory testing (ET) is a powerful and efficient way of testing software by integrating design, execution, and analysis of tests during a testing session. ET is often contrasted with scripted testing and seen as a choice of either exploratory testing or not. In contrast, we pose that exploratory testing can be of varying degrees of exploration from fully exploratory to fully scripted. In line with this, we propose a scale for the degree of exploration and define five levels. In our classification, these levels of exploration correspond to the way test charters are defined. We have evaluated this classification through focus groups at four companies and identified factors that influence the choice of exploration level. The results show that the proposed levels of exploration are influenced by different factors such as ease to reproduce defects, better learning, and verification of requirements and that the levels can be used as a guide to structure test charters. Our study also indicates that applying a combination of exploration levels can be beneficial in achieving effective testing.",175934074,27,14,,
(missing DOI),SOFTWARE TESTERS PERSONALITY AND KNOWLEDGE IN SOFTWARE TESTING,"J. Jayashree, Persis Urbana, Ivy",(missing journal),2015,"we show a field contemplates on how tester uses learning while performing testing in modern settings. We investigated how the subjects performed tests and what kind of learning they used. We talk about how tester focused around their individual learning without point by point experiment depictions. The information is grouped under the classifications of area learning, framework information, and general programming building knowledge. we reason that the way exploratory testers apply their insight for test outline and disappointment distinguishment varies unmistakably from the experiment based ideal model and is one of the logical components of the viability of the exploratory testing methodology.",214571941,0,15,,
10.1007/978-3-031-10873-0_13,Introduction to the Customer Data and Ecosystem-Driven Development Theme,Helena Holmström Olsson,Springer eBooks,2022,"In many ways, digitalization has confirmed that the success of new technologies and innovations is fully realized only when these are effectively adopted and integrated into the daily practices of a company. During the last decade, we have seen how the speed of technology developments only accelerates, and there are numerous examples of innovations that have fundamentally changed businesses as well as everyday life for the customers they serve. In the manufacturing industry, automation is key for improving efficiency as well as for increasing safety. In the automotive domain, electrification of cars and autonomous drive technologies are replacing mechanical power and human intervention. In the telecom domain, seamless connectivity and digital infrastructures allow systems to adapt and respond within the blink of an eye. In the security and surveillance domain, intelligent technologies provide organizations with the ability to detect, respond, and mitigate potential risks and threats with an accuracy and preciseness we could only dream about a few decades ago. While these are only a few examples, they reflect how digital technologies, and the ever-increasing access to data, are transforming businesses to an extent that we have only seen the beginnings of.",253531522,0,221,,
10.1109/tse.2021.3129889,How Developers Engineer Test Cases: An Observational Study,"Maurício Aniche, Christoph Treude, Andy Zaidman",IEEE Transactions on Software Engineering,2021,"One of the main challenges that developers face when testing their systems lies in engineering test cases that are good enough to reveal bugs. And while our body of knowledge on software testing and automated test case generation is already quite significant, in practice, developers are still the ones responsible for engineering test cases manually. Therefore, understanding the developers’ thought- and decision-making processes while engineering test cases is a fundamental step in making developers better at testing software. In this paper, we observe 13 developers thinking-aloud while testing different real-world open-source methods, and use these observations to explain how developers engineer test cases. We then challenge and augment our main findings by surveying 72 software developers on their testing practices. We discuss our results from three different angles. First, we propose a general framework that explains how developers reason about testing. Second, we propose and describe in detail the three different overarching strategies that developers apply when testing. Third, we compare and relate our observations with the existing body of knowledge and propose future studies that would advance our knowledge on the topic.",135740582,51,94,,
10.1016/j.infsof.2013.12.005,"How are software defects found? The role of implicit defect detection, individual responsibility, documents, and knowledge","Mika V. Mäntylä, Juha Itkonen",Information & Software Technology,2014,(missing abstract),122407689,17,56,,
10.1109/icstw.2016.13,The Effect of Team Exploratory Testing -- Experience Report from F-Secure,"Paula Raappana, Soili Saukkoriipi, I. Tervonen, M. Mäntylä","2016 IEEE Ninth International Conference on Software Testing, Verification and Validation Workshops (ICSTW)",2016,"Practitioners have found exploratory testing (ET) to be cost effective in detecting defects. The team exploratory testing (TET) approach scales exploratory testing to team level. This paper reports the effectiveness of (TET), and the experiences of the participants of TET sessions. The research was carried at F-Secure Corporation, where two projects were investigated. The results show that the TET sessions have good effectiveness and higher efficiency than other testing methods in the company measured in number of defects detected. Furthermore, the TET sessions found more usability defects that other methods. The session participants saw benefits in especially in the joint discussion and learning of the target application. However, with respect to test effectiveness and efficiency we should be cautions as further studies are needed to compensate the limitations of this work.",150364489,21,29,,
(missing DOI),A Decision Support Method for Recommending Degrees of Exploration in Exploratory Testing,"Ahmad Nauman Ghazi, Kai Petersen, Claes Wohlin, Elizabeth Bjarnason",arXiv: Software Engineering,2017,"Exploratory testing is neither black nor white, but rather a continuum of exploration exists. In this research we propose an approach for decision support helping practitioners to distribute time between different degrees of exploratory testing on that continuum. To make the continuum manageable, five levels have been defined: freestyle testing, high, medium and low degrees of exploration, and scripted testing. The decision support approach is based on the repertory grid technique. The approach has been used in one company. The method for data collection was focus groups. The results showed that the proposed approach aids practitioners in the reflection of what exploratory testing levels to use, and aligns their understanding for priorities of decision criteria and the performance of exploratory testing levels in their contexts. The findings also showed that the participating company, which is currently conducting mostly scripted testing, should spend more time on testing using higher degrees of exploration in comparison to scripted testing.",63086287,2,20,,
10.1109/ms.2015.85,Test Better by Exploring: Harnessing Human Skills and Knowledge,"J. Itkonen, M. Mäntylä, C. Lassenius",IEEE Software,2016,"Users continue to stumble upon software bugs, despite developers' efforts to build and test high-quality software. Although traditional testing and quality assurance techniques are extremely valuable, software testing should pay more attention to exploration. Exploration can directly apply knowledge and learning to the core of industrial software testing, revealing more relevant bugs earlier. This article describes exploration's characteristics, knowledge's role in software testing, and the three levels of exploratory-testing practices. Academics and practitioners should focus on exploiting exploration's strengths in software testing and on reporting existing practices and benefits in different academic and industrial contexts.",20725405,18,20,,
(missing DOI),A Research Roadmap for Test Design in Automated Integration Testing of Vehicular Systems,"Daniel Flemström, Thomas Gustafsson, Avenir Kobetski, Daniel Sundmark",(missing journal),2016,"An increasing share of the innovations emerging in the vehicular industry are implemented in software. Consequently, vehicular electrical systems are becoming more and more complex with an increasing number of functions, computational nodes and complex sensors, e.g., cameras and radars. The introduction of autonomous functional components, such as advanced driver assistance systems, highlight the foreseeable complexity of different parts of the system interacting with each other and with the human driver. It is of utmost importance that the testing effort can scale with this increasing complexity. In this paper, we review the challenges that we are facing in integration testing of complex embedded vehicular systems. Further, based on these challenges we outline a set of research directions for semi-automated or automated test design and execution in integration testing of vehicular systems. While the discussion is exemplified with our hands-on experience of the automotive industry, much of the concepts can be generalised to a broader setting of complex embedded systems.",49552111,1,27,,
10.1109/icse-companion58688.2023.00023,SoapOperaTG: A Tool for System Knowledge Graph Based Soap Opera Test Generation,"Yanqi Su, Zheming Han, Zhenchang Xing, Xiwei Xu, Liming Zhu, Qinghua Lu",2023 IEEE/ACM 45th International Conference on Software Engineering: Companion Proceedings (ICSE-Companion),2023,"Exploratory testing is an effective testing approach for the system-level testing from the end user's perspective, which is widely practiced and appreciated in the software industry. Although many concrete principles and guidelines for performing exploratory testing have been proposed, there are no effective tools for automatic generation of exploratory test scenarios (a.k.a soap opera tests). In this paper, we propose a tool named SoapOperaTG for automatic soap opera test generation by leveraging the scenario and oracle knowledge in bug reports. We first construct a system knowledge graph (KG) of user tasks and failures from the preconditions, steps to reproduce (S2Rs), expected behavior (EB) and observed behavior (OB) in bug reports. Then, we create soap opera tests by combining the scenarios of relevant bugs based on the system knowledge graph. SoapOperaTG is implemented as a web tool to present the generated test scenarios. In our user study,5 users find 18 bugs in Mozilla Firefox (a mature, well-maintained software system) in 2 hours using SoapOperaTG, while the control group finds only 5 bugs based on the recommended similar bugs. SoapOperaTG can be found at https://github.com/SuYanqi/SYS-KG. Demo video can be found at https://youtu.be/xcXmY8qGDSc",263500869,4,6,,
10.1007/978-3-031-10873-0_16,Chapter 12 The Evolution of Continuous Experimentation in Software Product Development: From Data to a Data-Driven Organization at Scale,"Aleksander Fabijan, Pavel Dmitriev, Jan Bosch, Helena Holmström Olsson",Springer eBooks,2017,"Software development companies are increasingly aiming to become data-driven by trying to continuously experiment with the products used by their customers. Although familiar with the competitive edge that the A/B testing technology delivers, they seldom succeed in evolving and adopting the methodology. In this paper, and based on an exhaustive and collaborative case study research in a large software-intense company with highly developed experimentation culture, we present the evolution process of moving from ad-hoc customer data analysis towards continuous controlled experimentation at scale. Our main contribution is the “Experimentation Evolution Model” in which we detail three phases of evolution: technical, organizational and business evolution. With our contribution, we aim to provide guidance to practitioners on how to develop and scale continuous experimentation in software organizations with the purpose of becoming data-driven at scale.",257563360,0,221,,
10.1007/s10664-014-9301-4,An experiment on the effectiveness and efficiency of exploratory testing,"Wasif Afzal, Ahmad Nauman Ghazi, Juha Itkonen, Richard Torkar, Anneliese Andrews, Khurram Bhatti",Empirical Software Engineering,2015,"The exploratory testing (ET) approach is commonly applied in industry, but lacks scientific research. The scientific community needs quantitative results on the performance of ET taken from realistic experimental settings. The objective of this paper is to quantify the effectiveness and efficiency of ET vs. testing with documented test cases (test case based testing, TCT). We performed four controlled experiments where a total of 24 practitioners and 46 students performed manual functional testing using ET and TCT. We measured the number of identified defects in the 90-minute testing sessions, the detection difficulty, severity and types of the detected defects, and the number of false defect reports. The results show that ET found a significantly greater number of defects. ET also found significantly more defects of varying levels of difficulty, types and severity levels. However, the two testing approaches did not differ significantly in terms of the number of false defect reports submitted. We conclude that ET was more efficient than TCT in our experiment. ET was also more effective than TCT when detection difficulty, type of defects and severity levels are considered. The two approaches are comparable when it comes to the number of false defect reports submitted.",5205223,59,71,,
10.1007/978-3-030-35333-9_21,Excellence in Exploratory Testing: Success Factors in Large-Scale Industry Projects,"Torvald Mårtensson, A. Martini, Daniel Ståhl, J. Bosch",Lecture Notes in Computer Science,2019,"Based on interviews with 20 interviewees from four case study companies, this paper presents a list of key factors that enable efficient and effective exploratory testing of large-scale software systems. The nine factors are grouped into four themes: “The testers’ knowledge, experience and personality”, “Purpose and scope”, “Ways of working” and “Recording and reporting”. According to the interviewees, exploratory testing is a more creative way to work for the testers, and was therefore considered to make better use of the testers. Exploratory testing was also described as a good way to test system-wide and to test large-scale systems, especially exploratory testing with an end-user perspective. The identified key factors were confirmed by a series of follow-up interviews with the 20 interviewees and a cross-company workshop with 14 participants. This strengthens the generalizability of the findings, supporting that the list of key factors can be applied to projects in a large segment of the software industry. This paper also presents the results from a systematic literature review including 129 publications related to exploratory testing. No publication were found that summarizes the key factors that enable efficient and effective exploratory testing, which supports the novelty of the findings.",2274288,19,40,,
(missing DOI),The cost efficiency of exploratory testing : ISTQB certified testing compared with RST,Sampo Niittyviita,(missing journal),2017,"The research of software testing and the practices of software testing in the industry are separated by gaps in some areas. One such gap regards Exploratory Testing (ET). ET is probably the most widely used software testing approach in the industry, yet it is lacking research and many of the manuals of software engineering either ignore or look down on it. In addition, ET has the absence of widespread methodology and teaching. Rapid Software Testing (RST) is a complete testing methodology attempting to integrate exploratory testing into the whole spectrum of testing. It has a different basis for testing than the traditional way of testing, which dominates the textbooks and the certifications. International Software Testing Qualifications Board (ISTQB) has created the most successful scheme for certifying testers, having issued more than 470,000 testing certifications worldwide. For this thesis, experiments were performed using RST as a basis. The results were documented as separate bugs and they were reconstructed into ISTQB test cases, which would be required to detect the discovered bugs. These reconstructed test cases were analysed for determining factors affecting test case documentation effectiveness on finding bugs or particular tests benefitting from testing automation. Additionally, comparison was made in terms of time spent between the actual test process (RST testing) and the reconstruction of the test cases (ISTQB test design) to give indication of the required amount of time for",215933487,0,28,,
(missing DOI),Pauliceia 2 . 0 : A Spatiotemporal Platform for Digital Humanities View project,"Claudia P. C. Maciel, É. Souza, N. Vijaykumar, R. Falbo, G. V. Meinerz, K. Felizardo",(missing journal),2018,"Context: Software testing is a knowledge intensive process, and therefore can bene t from the use of experience gained from past projects. In this context, principles of Knowledge Management (KM) can be applied to promote knowledge capture and sharing as well as the emergence of new knowledge. In spite of this, there are only few studies that present practitioners' perspective about KM initiatives in software testing. Objective: The main goal of this study is to identify the perception of professionals in software testing on the use of KM initiatives in software engineering companies, such as KM adoption, potential bene ts or hindrances. Method: A survey was conducted in software development companies. In addition, the survey results were compared with another survey conducted previously in the same context, however, with di erent objectives and target audience. 39 software companies participated in this research. Results: Testing planning activity and the test case reuse are the aspects that have received more attention by companies. A strategic planning and reuse of existing test cases have a potential to signi cantly reduce software development costs and time. Conclusion: Applying KM in software companies can bring several bene ts in terms of quality of results, reduction costs, time and e ort. However, it is still a challenge to be faced and tackled.",234273440,0,17,,
10.1145/2652524.2652531,How is exploratory testing used? A state-of-the-practice survey,"Dietmar Pfahl, Huishi Yin, M. Mäntylä, Jürgen Münch",ESEM '14,2014,"Context: Exploratory Testing has experienced a rise in popularity in the industry with the emergence of agile development practices, yet it remains unclear, in which domains and how it is used in practice.
 Goal: To study how software engineers understand and apply the principles of exploratory testing, as well as the specific advantages and difficulties they experience.
 Method: We conducted an online survey in the period June to August 2013 among Estonian and Finnish software developers and testers.
 Results: Our main findings are that the majority of testers, developers, and test managers using ET, (1) apply ET to usability-critical, performance-critical, security-critical and safety-critical software to a high degree; (2) use ET very flexibly in all types of test levels, activities, and phases; (3) perceive ET as an approach that supports creativity during testing and that is effective and efficient; and (4) find that ET is not easy to use and has little tool support.
 Conclusions: The high degree of application of ET in critical domains is particularly interesting and indicates a need for future research to obtain a better understanding of the effects of ET in these domains. In addition, our findings suggest that more support to ET users should be given (guidance and tools).",52140401,59,18,,
(missing DOI),Arguing Practical Significance in Software Engineering Using Bayesian Data Analysis,"R. Torkar, R. Feldt, Carlo A. Furia",arXiv.org,2018,"This paper provides a case for using Bayesian data analysis (BDA) to make more grounded claims regarding practical significance of software engineering research. 
We show that using BDA, here combined with cumulative prospect theory (CPT), is appropriate when a researcher or practitioner wants to make clearer connections between statistical findings and practical significance in empirical software engineering research. To illustrate our point we provide an example case using previously published data. We build a multilevel Bayesian model for this data, for which we compare the out of sample predictive power. Finally, we use our model to make out of sample predictions while, ultimately, connecting this to practical significance using CPT. 
Throughout the case that we present, we argue that a Bayesian approach is a natural, theoretically well-grounded, practical work-flow for data analysis in empirical software engineering. By including prior beliefs, assuming parameters are drawn from a probability distribution, assuming the true value is a random variable for uncertainty intervals, using counter-factual plots for sanity checks, conducting predictive posterior checks, and out of sample predictions, we will better understand the phenomenon being studied, while at the same time avoid the obsession with p-values.",247043770,4,49,,
10.48550/arxiv.2412.08581,"Automated Soap Opera Testing Directed by LLMs and Scenario Knowledge: Feasibility, Challenges, and Road Ahead","Yanqi Su, Zhenchang Xing, Sheng Wang, C Chen, Xiwei Xu, Qinghua Lu, Liming Zhu",arXiv.org,2024,"Exploratory testing (ET) harnesses tester's knowledge, creativity, and experience to create varying tests that uncover unexpected bugs from the end-user's perspective. Although ET has proven effective in system-level testing of interactive systems, the need for manual execution has hindered large-scale adoption. In this work, we explore the feasibility, challenges and road ahead of automated scenario-based ET (a.k.a soap opera testing). We conduct a formative study, identifying key insights for effective manual soap opera testing and challenges in automating the process. We then develop a multi-agent system leveraging LLMs and a Scenario Knowledge Graph (SKG) to automate soap opera testing. The system consists of three multi-modal agents, Planner, Player, and Detector that collaborate to execute tests and identify potential bugs. Experimental results demonstrate the potential of automated soap opera testing, but there remains a significant gap compared to manual execution, especially under-explored scenario boundaries and incorrectly identified bugs. Based on the observation, we envision road ahead for the future of automated soap opera testing, focusing on three key aspects: the synergy of neural and symbolic approaches, human-AI co-learning, and the integration of soap opera testing with broader software engineering practices. These insights aim to guide and inspire the future research.",282150686,2,36,,
(missing DOI),Computer Science and Software Engineering Case Study-Factors Affecting Software Testing,Megha Chhabra,(missing journal),2016,"— Automated processes of a business are substantially dependent on productivity and reliability of software program used. Software productivity is traceable to software testing. Factors affecting software testing can be broadly classified into three categories as time, cost and reliability. All the Direct or indirect factors are identified and placed in relation with all groups with centroids maintained as reliability, cost and time. The membership of allocation of factors to these three groups make between-class variance maximum and with-in class variance minimum. The purpose of entire classification is to maintain concrete identification of which factors can provide enhancement in a group of one kind while keeping others constant. The discretization of effort to enhance reliability maximizes the focus on factors belonging to group one whereas others are not gleaned upon hence saves time and budget and increases productivity in considerate area.",242108954,0,10,,
10.1108/jeim-07-2019-0202,Exploring the team dynamic learning process in software process tailoring performance,"Jung-Chieh Lee, Chung-Yang Chen",Journal of Enterprise Information Management,2020,"Software process tailoring (SPT) is a knowledge- and learning-intensive activity in which a software project team customizes its software development processes to accommodate project particularities. Because SPT critically influences how a project is conducted, SPT performance should be investigated, but the extant literature lacks investigations into how team knowledge mechanisms and team environments contribute to SPT performance. To fill this gap, this study looks into a team's absorptive capacity (AC) and combines a transactive memory system (TMS) and team climate inventory (TCI) to develop a theoretical research model to facilitate the understanding of SPT performance.,This paper is a conceptual study that uses the propositional methodology with a focused review of existing literature pertaining to SPT, AC, TMS and TCI to develop a theoretical model to foster SPT performance. Because this study is conceptually established, further empirical research and studies are also suggested.,The proposed model provides guidance for firms conducting SPT. It also contributes to future research aiming to empirically understand the mechanisms behind the identified team-based knowledge and environmental enablers in the dynamic team learning process that lead to superior SPT performance.,The proposed model provides a fresh look at the dynamic capabilities theory in SPT and innovatively identifies a team's dynamic learning process to show how a team can conduct effective SPT through AC and facilitated by TMS. Environmental climates characterized by vision, participative safety, task orientation and support for innovation act as positive moderators in promoting the team dynamic learning process.",43218667,23,113,,
(missing DOI),Testing of Heterogeneous Systems,Nauman Ghazi,(missing journal),2014,"Context: A system of systems often exhibits heterogeneity, for instance in implementation, hardware, process and verification. We define a heterogeneous system, as a system comprised of multiple systems (system of systems) where at least one subsystem exhibits heterogeneity with respect to the other systems. The system of systems approach taken in development of heterogeneous systems give rise to various challenges due to continuous change in configurations and multiple interactions between the functionally independent subsystems. The challenges posed to testing of heterogeneous systems are mainly related to interoperability, conformance and large regression test suites. Furthermore, the inherent complexities of heterogeneous systems also pose challenge to the specification, selection and execution of tests. Objective: The main objective of this licentiate thesis is to provide an insight on the state of the art in testing heterogeneous systems. Moreover, we also aimed to investigate different test techniques used to test heterogeneous systems in industrial settings and their usefulness as well as to identify and prioritize different information sources that can help practitioners to define a generic search space for test case selection process. Method: The findings presented in this thesis are obtained through a controlled experiment, a systematic literature review (SLR), a case study and an exploratory survey. The purpose of systematic literature review was to investigate the existing state of art in testing heterogeneous systems and identification of research gaps. The results from the SLR further laid down the foundation of action research conducted through an exploratory survey to compare different test techniques. We also conducted an industrial case study to investigate the relevant data sources for search space initiation to prioritize and specify test cases in context of heterogeneous systems. Results: Based on our literature review, we found that testing of heterogeneous systems is considered a problem of integration and system testing. It has been observed that multiple interactions between the system and subsystems results into a testing challenge, especially when the configurations change continuously. It is also observed that current literature targets the problem of testing heterogeneous systems with multiple test objectives resulting in employing different test methods to reach a domain specific testing challenge. Using the exploratory survey, we found three test techniques to be most relevant in context of testing heterogeneous systems. However, the most frequently used technique mentioned by the practitioners is manual exploratory testing which is not a much researched topic in the context of heterogeneous systems. Moreover, multiple information sources for test selection process are identified through the case study and the survey. Conclusion: Companies engaged in development of heterogeneous systems encounter huge challenges due to multiple interactions between the system and subsystems. However, the conclusions we draw from the research studies included herein show a gap between literature and industry. Search-based testing is widely discussed in the literature but is the least used test technique in industrial practice. Moreover, for test selection process there are no frameworks that take in account all the information sources that we investigated. Therefore, to fill this gap there is a need for an optimized test selection process based on the information sources. There is also a need to study different test techniques identified through our SLR and survey and compare these techniques on real heterogeneous systems.",61505586,5,69,,
10.1109/icraie59459.2023.10468409,Is Human Factors Being Studied in Software Testing?: Review of the Literature,"Nursyuhaila Yahaya, Nor Shahida Mohamad Yusop, M. M. Rosli",International Conference on Recent Advances and Innovations in Engineering,2023,"Software engineering is a human-centric activity influenced by human aspects such as age, gender, culture, language, attitudes, behaviors, and skills. While many of the studies in the software engineering area focused on the effect of human aspects in requirement engineering, design, and software development, only a limited number of studies are available investigating the relationship between human aspects and software testing. This study aims to explore the state of the art of human aspects in software testing, particularly to identify human factors studied in previous studies and how those human aspects affect software testing activities. A literature review was conducted on live reputable online databases, and we considered studies from 1994 to 2023. As a result, a total of 38 primary studies were identified. From the 38 studies, test execution was found to be the most researched software testing area related to human aspects, while test design and defect reporting were found to be the least researched. Among the seven categories of human aspects consisting of personality, experience, knowledge, hard skills, soft skills, personal characteristics, and teamwork values that we found, personality was the most studied. The results of this work are of interest to researchers in human-centric software engineering, particularly in software testing. Additionally, software organizations or employers can use the findings to support recruitment and staff management or improvise software testing processes for better software quality.",270578919,1,16,,
(missing DOI),A Review on Systematic Quality Software Designing and DevelopmentPractices,"Iosr Journals, M. Narendhar, K. Anuradha",(missing journal),2015,": Software Engineering process, technology and the results cover the definition of suitable models for the environment to ensure its quality.Any software development project is very important to create quality software design artifacts wheresoftware architecture and design rules set plays an important part.The current program and designing practice has been provided by the use of proper testing and code created significant improvement in quality and productivity.This paper presents a review on the systematically and efficiently designing, modelling and verification processto help the improvisation of the quality of software designing process and development practices through various characters, roles and measures to participate in testing.",185829404,0,28,,
10.1109/tse.2023.3348036,On Effectiveness and Efficiency of Gamified Exploratory GUI Testing,"Riccardo Coppola, Tommaso Fulcini, Luca Ardito, Marco Torchiano, Emil Alégroth",IEEE Transactions on Software Engineering,2024,"Context: Gamification appears to improve enjoyment and quality of execution of software engineering activities, including software testing. Though commonly employed in industry, manual exploratory testing of web application GUIs was proven to be mundane and expensive. Gamification applied to that kind of testing activity has the potential to overcome its limitations, though no empirical research has explored this area yet. Goal: Collect preliminary insights on how gamification, when performed by novice testers, affects the effectiveness, efficiency, test case realism, and user experience in exploratory testing of web applications. Method: Common gamification features augment an existing exploratory testing tool: Final Score with Leaderboard, Injected Bugs, Progress Bar, and Exploration Highlights. The original tool and the gamified version are then compared in an experiment involving 144 participants. User experience is elicited using the Technology Acceptance Model (TAM) questionnaire instrument. Results: Statistical analysis identified several significant differences for metrics that represent the effectiveness and efficiency of tests showing an improvement in coverage when they were developed with gamification. Additionally, user experience is improved with gamification. Conclusions: Gamification of exploratory testing has a tangible effect on how testers create test cases for web applications. While the results are mixed, the effects are most beneficial and interesting and warrant more research in the future. Further research shall be aimed at confirming the presented results in the context of state-of-the-art testing tools and real-world development environments.",267863888,15,37,,
10.1016/j.jss.2025.112447,The qualitative factor in software testing: A systematic mapping study of qualitative methods,"Barış Ardıç, Carolin Brandt, Ali Khatami, Mark Swillus, Andy Zaidman",Journal of Systems and Software,2025,(missing abstract),286120077,2,202,,
(missing DOI),Application of Knowledge Management to the software testing process,"D. E. Soto, Adriana X. Reyes, Jovani Jiménez",(missing journal),2017,"In the software life cycle, testing is a relevant activity that contributes to product quality and is fundamentally supported by knowledge. Consequently, knowledge management integrated into the testing process, generates effectiveness in the detection and resolution of defects, combining the technical and domain knowledge in the development of the process. For this reason, we propose a strategy that incorporates knowledge management practices in the stages of the testing process.",124231392,0,10,,
10.1007/s11219-021-09561-2,Exploring human factors of the agile software tester,"Viktoria Stray, Raluca Florea, Lucas Paruch",Software quality journal,2021,"Although extensive research has been conducted on the characteristics of the agile developer, little attention has been given to the features of the software-testing role. This paper explores the human factors of the software testers working in agile projects through a qualitative study focusing on how these factors are perceived. We interviewed 22 agile software practitioners working in three international companies: 14 testers, five developers, and three designers. Additionally, we observed 11 meetings and daily work of 13 participants in one of the companies. Our findings show that the views on the human factors shaping the agile software tester’s role were crystallized into seven traits, which the agile team members saw as central for the software-testing role: the ability to see the whole picture, good communication skills, detail-orientation, structuredness, creativeness, curiosity, and adaptability. The testers spent half their day communicating and learned how to mitigate the fact that they had to bring bad news to other project members. They also facilitated communication between the business side and development. Based on our results, we propose the seven traits as dimensions to consider for organizations recruiting agile software testers, as well as a reference for IT and non-IT professionals considering a software-testing career.",53062454,27,70,,
