DOI,Title,Authors,Journal,Year,Abstract,LitmapsId,Cited By,References,PubMedId,Tags
10.35940/ijrte.d4933.119420,"Addressing Security Requirements through Onshore Agile Development When Packaging
Software in the Distributed Development Domain: An empirical study",A. Qahtani,Regular,2020,"Designing software for use by multiple clients has
become commonplace in the software sector and has led to many
vendors focusing on developing software for a specific sector,
marketing the product then modifying it to a customer’s
requirements. To fit the software to the client’s needs involves a
unique form of teamwork, and it is usually an offshore team that
processes the requests and implements the changes to the initial
infrastructure. Unfortunately, this contravenes organizations’
information security requirements, due to their multiple
structures and infrastructures and their need for privacy as well as
swift processing of requests at reasonable cost. This study
proposes a hybrid model, the Onshore Agile Security
Requirements Development (OASRD) model, which uses Agile to
meet the security implications arising from the onshore team
working at the client’s site while it processes the customization
requirements. It investigates the impact of the model on
productivity, measured by the number of security and
customization requirements that are processed and the estimated
cost in terms of human resources. The evaluation reveals a
statistically significant increase in productivity of about 40%,
accompanied by a reduction in cost of more than 48% over the
entire customization process, demonstrating the advantages of
customizing packaged software through distributed development.",238727094,0,46,,
10.1109/ms.2017.3641116,Worlds Apart: Industrial and Academic Focus Areas in Software Testing,"V. Garousi, M. Felderer",IEEE Software,2017,"To determine how industry and academia approach software testing, researchers compared the titles of presentations from selected conferences in each of the two communities. The results shed light on the root cause of low industry–academia collaboration and led to suggestions on how to improve this situation.",152630394,58,17,,
10.1016/j.infsof.2022.106908,Successful combination of database search and snowballing for identification of primary studies in systematic literature studies,"Claes Wohlin, Marcos Kalinowski, Katia Romero Felizardo, Emilia Mendes",Information and Software Technology,2022,(missing abstract),49700228,287,40,,
10.1109/ms.1985.231371,The Journal of Systems and Software,"Kleber L. Petry, E. Oliveirajr, A. Zorzo",(missing journal),2013,",",276715259,146,216,,
10.1109/access.2019.2924075,Big Data Software Engineering: Analysis of Knowledge Domains and Skill Sets Using LDA-Based Topic Modeling,"Fatih Gurcan, N. Cagiltay",IEEE Access,2019,"Software engineering is a data-driven discipline and an integral part of data science. The introduction of big data systems has led to a great transformation in the architecture, methodologies, knowledge domains, and skills related to software engineering. Accordingly, education programs are now required to adapt themselves to up-to-date developments by first identifying the competencies concerning big data software engineering to meet the industrial needs and follow the latest trends. This paper aims to reveal the knowledge domains and skill sets required for big data software engineering and develop a taxonomy by mapping these competencies. A semi-automatic methodology is proposed for the semantic analysis of the textual contents of online job advertisements related to big data software engineering. This methodology uses the latent Dirichlet allocation (LDA), a probabilistic topic-modeling technique to discover the hidden semantic structures from a given textual corpus. The output of this paper is a systematic competency map comprising the essential knowledge domains, skills, and tools for big data software engineering. The findings of this paper are expected to help evaluate and improve IT professionals’ vocational knowledge and skills, identify professional roles and competencies in personnel recruitment processes of companies, and meet the skill requirements of the industry through software engineering education programs. Additionally, the proposed model can be extended to blogs, social networks, forums, and other online communities to allow automatic identification of emerging trends and generate contextual tags.",174630419,116,49,,
10.1145/3510454.3517065,Lean Software Startup Practices and Software Engineering Education,Orges Cico,2022 IEEE/ACM 44th International Conference on Software Engineering: Companion Proceedings (ICSE-Companion),2022,"In the modern economy, software drives innovation and economic growth. Studies show how software increasingly influences all industry sectors. Over the past 5 decades, software engineering has also changed significantly to advance the development of various types and scales of software products. Software engineering education plays an essential role in apprising students of software technologies, processes, and practices popular in industries. Furthermore, approaches to teaching software engineering are becoming more interdisciplinary and team-centered, comparable to startup contexts. In this PhD work, I want to answer the following research questions: (1) To what extent are software engineering trends present in software engineering education research? (2) What set of common software engineering practices employed in lean software startups is transferable to the software engineering education context? (3) What is the impact of lean startup practices on software engineering students and curricula? I utilize (1) a literature review, (2) mixed-methods approaches in gathering empirical evidence, and (3) design-based research. In the first phase of the research, I pinpoint the relevance of the lean startup in software engineering education through an extensive literature review. I gather empirical evidence on lean startup practices and assess their potential transferability to software engineering education during the second research phase. I demonstrate that the lean startup is an emerging trend in software engineering education research. I demonstrate that students can acquire soft, hard, and project management skills in a more realistic context in the introduction of the growth phase of lean startup practices throughout external course activities. I expect software engineering curricula to benefit from the model and framework that I propose and validate, thus facilitating lean startup practice transfer to software engineering curricula.",229502642,2,8,,
10.1145/3501774.3501779,"Software Development in Small Software Companies: Exploring the Usage of Procedures, Techniques, Methods and Models in Practice","Micheal Tuape, Victoria T. Hasheela-Mufeti, A. Kayanda, Jussi Kasurinen",Esse,2021,"Small software companies have a challenge with utilizing process tools, which affects practice with significant quality-related challenges. This affects the software industry significantly because SSCs dominate the industry, and most of all, over 80 percent of software products are produced by SSCs. This cross-sectional survey was conducted in 3 countries attracting 115 respondents with the primary objective of investigating the software practice concerning the utilization of process tools in SSCs. The study focused on the tools used in requirements engineering and software testing as critical process areas for quality software products. Our findings indicate that the number of personnel intertwines with the complexities arising from lengthy procedures of the tools and processes, aggregating into difficulty in tool usage. Due to the constant evolution of practices, the volatility in processes also causes slow adoption of other tools, for instance, testing that must accompany the main engineering tools during a project. These findings are significant in informing theory and communicating to the practitioners what they should do regarding process tools.",147017453,4,49,,
10.5753/cibse.2023.24709,CollaboraTheories: Construção Colaborativa de Teorias Baseadas em Evidências em Engenharia de Software,Anrafel Fernandes Pereira,Conferencia Iberoamericana de Software Engineering,2023,"Este artigo apresenta uma pesquisa de doutorado em andamento que objetiva elaborar uma abordagem para apoiar a construção colaborativa, por atores da indústria e da academia, de teorias baseadas em evidências em Engenharia de Software. Os métodos de pesquisa pensados para este trabalho incluem a realização de uma revisão da literatura, a elaboração de uma proposta de solução preliminar, estudos de viabilidade e observacionais e ainda a aplicação de estudos de casos em contextos reais envolvendo esses atores. Espera-se que este estudo possa facilitar a construção colaborativa de novas teorias baseadas em evidências para a área de Engenharia de Software, envolvendo e trazendo benefícios para a indústria e a academia.",262788523,0,15,,
10.1109/cscwd57460.2023.10152608,Coordination and Awareness Mechanisms to Support Collaboration in Project-based Software Engineering Courses,"Maíra R. Marques, Roc Meseguer, S. Ochoa, Luis Silvestre",International Conference on Computer Supported Cooperative Work in Design,2023,"In project-based software engineering courses, the collaboration among participants is usually the cornerstone that makes these experiences successful and allows reaching the courses’ instructional goals. Prescribing a collaboration process for these courses is not appropriate, since their workflows are ad hoc framed; i.e., most of their activities are defined on-the-fly by the participants, according to their current context and needs. Therefore, only coordination and awareness mechanisms can be defined at the course design time, in order to support and promote collaboration among participants during these courses. This article presents a qualitative study that identifies and relates these coordination and awareness mechanisms, and embeds them in a set of software ceremonies. Course instructors and instructional designers can take advantage of these results, not only to identify design decision points, but also coordination and awareness mechanisms to promote collaboration in this type of courses.",263235468,0,31,,
10.1145/3701625.3701690,Industry Academia and Government Collaboration to Reduce Gaps in Software Engineering: Applications for Students and Professionals in Career Transition,"Denis de Gois Marques, Richard Rocha, Bruna Keila Macieira Santos, F Pacheco, Cleyton Mário de Oliveira Rodrigues, Wylliams Barbosa Santos",Brazilian Symposium on Software Quality,2024,"The development of skills in Software Engineering disciplines often faces challenges when applied to real projects in the software industry. An effective practice to overcome these difficulties is collaboration between industry and academia. This collaboration aims to strengthen the exchange of knowledge between the two contexts, promoting the advancement of industry through Research and Development (R&D), and in academia, applying knowledge in real contexts and even funding research. This study explores application development and the perceptions of undergraduate, master’s and doctoral students in Computer Engineering, as well as professionals in career transition (with Now and Low Code profiles), about projects with real clients and collaboration policies between industry and academia.",282767987,1,24,,
(missing DOI),Together We Are Stronger: Evidence-Based Reflections on Industry-Academia Collaboration in Software Testing,"D. Winkler, S. Biffl, D. Méndez, J. Bergsmann",(missing journal),2019,". For a highly relevant and applied research area like software testing industry-academia collaboration is of uttermost importance. In this paper we reﬂect on how industry-academia collaboration can be improved based on evidence from four empirical studies. We therefore ﬁrst present four studies providing evidence on the (1) perceived level of challenges in testing activities, (2) focus areas in industrial and academic software testing conferences, (3) synergies between industrial and academic software testing conferences, as well as (4) the need for consideration of grey literature. Then, we reﬂect on issues, which we think can improve the link and synergies between industry and academia in software testing, i.e., research topics, guidelines and evidence, value and risk, context and scalability, action research and education as well as grey literature and open science.",243232784,2,23,,
10.1016/j.infsof.2025.107806,Leveraging synthetic trace generation of modeling operations for intelligent modeling assistants using large language models,"V. Muttillo, Claudio Di Sipio, Riccardo Rubei, Luca Berardinelli",Information and Software Technology,2025,(missing abstract),288794632,2,54,,
10.1002/smr.1954,"Scaling agile in large organizations: Practices, challenges, and success factors","Martin Kalenda, Petr Hyna, B. Rossi",J. Softw. Evol. Process.,2018,"Context: Agile software development has nowadays reached wide adoption. However, moving agile to large‐scale contexts is a complex task with many challenges involved. Objective: In this paper, we review practices, challenges, and success factors for scaling agile both from literature and within a large software company, identifying the most critical factors. Method: We conduct a focused literature review to map the importance of scaling practices, challenges, and success factors. The outcome of this focused literature review is used to guide action research within a software company with a view to scaling agile processes. Results: Company culture, prior agile and lean experience, management support, and value unification were found to be key success factors during the action research process. Resistance to change, an overly aggressive roll‐out time frame, quality assurance concerns, and integration into preexisting nonagile business processes were found to be the critical challenges in the scaling process. Conclusion: The action research process allowed to cross‐fertilize ideas from literature to the company's context. Scaling agile within an organization does not need to follow a specific scheme, rather the process can be tailored to the needs while keeping the core values and principles of agile methodologies.",168966012,182,105,,
10.1145/3239235.3239241,An empirical investigation of transferring research to software technology innovation: a case of data-driven national security software,"Mansooreh Zahedi, M. Babar, Brenton Cooper",ESEM,2018,"Context: Governments are providing more and more support for academia-industry collaborations for industry led research and innovation via Cooperative Research Centers (CRC). It is important to understand the processes and practices of such programs for transferring scientific R&D to innovation. Goal: We aimed at empirically investigating the processes and practices implemented in the context of one of the Australian CRCs, aimed at transferring big data research to innovative software solutions for national security. Method: We applied case study method and collected and analyzed data from 17 interviews and observations of the participants of the studied CRC program. Findings: We present the innovation process implemented in the studied CRC. We particularly highlight the practices used to involve end-users in the innovation process. We further elaborate on the challenges of running this collaborative model for software technology innovation.",67277571,3,29,,
10.5753/sbsi_estendido.2025.246908,"Plataforma Digital Inteligente para Integração de P&amp;D em Projetos Colaborativos entre Industria, Academia e Governo","Denis de Gois Marques, Cleyton Rodrigues, Wylliams Barbosa Santos",(missing journal),2025,"As colaborações entre a indústria, o governo e a academia têm sido cada vez mais fundamentais para impulsionar transformações digitais, tanto no desenvolvimento de produtos de software quanto na pesquisa e inovação de novas tecnologias aplicadas. O objetivo desta iniciativa é fortalecer essas parcerias e promover a integração desses setores por meio da inteligência artificial, utilizando tecnologias como Large Language Models (LLM) e aprendizado de máquina. Atualmente, dispomos de duas versões do MVP da plataforma proposta, que busca oferecer funcionalidades voltadas para diferentes públicos, como Empresas, Pesquisadores e ICTs.",287123060,0,7,,
10.5753/cbsoft_estendido.2023.233446,Insights on Transferring Software Engineering Scientific Knowledge to Practice,"T. V. Ribeiro, Jeffrey C. Carver, Guilherme H. Travassos",Anais Estendidos do XIV Congresso Brasileiro de Software: Teoria e Prática (CBSoft Estendido 2023),2023,"CONTEXT. In software engineering (SE), aligning research and practice has long been challenging. GOAL. To assist researchers in extracting practical issues from the practical knowledge repositories of SE and making scientific information about SE accessible to practitioners. METHOD. We conducted several empirical studies to determine the causes of the disconnect between research and practice, which makes it challenging for practitioners to seek out and apply scientific knowledge. RESULTS. We obtained data on practitioners' difficulties with finding, comprehending, and evaluating SE scientific knowledge that supported us in creating a set of eight heuristics for conducting practical research in SE.",266189833,1,24,,
10.1109/access.2020.3000095,Hands-On Experiences With Assistive Technologies for People With Intellectual Disabilities: Opportunities and Challenges,"J. C. Torrado, Javier Gómez, Germán Montoro",IEEE Access,2020,"In the recent years, the use of Information and Communication Technologies (ICTs) to enhance the educational and developmental interventions of individuals with intellectual disabilities has increased drastically. Current literature about the efficacy of assistive technologies for people with intellectual disabilities includes numerous examples of co-design and research involving people with intellectual disabilities and their stakeholders. However, literature regarding the challenges and opportunities presented by this research is scarce. The discussion and reflection presented in this work is based on the authors’ previous experience and ground-breaking literature in the field. After a review of relevant work, the the authors’ research is described in detail, in order to reflect on the challenges encountered, and on opportunities for new researchers and open questions. The paper concludes with a reflection on the use of technologies to support people with intellectual disabilities, adopted strategies and limitations.",97787515,20,80,,
(missing DOI),Cut to the chase: Revisiting the relevance of software engineering research,"V. Garousi, Markus Borg, M. Oivo",ArXiv,2018,"Software engineering (SE) research should be relevant to industrial practice. There has been a debate on this issue in the community since 1980's by pioneers such as Robert Glass and Colin Potts. As we pass the milestone of ""50 Years of Software Engineering"", some recent positive efforts have been made in this direction, e.g., establishing ""industrial"" tracks in several SE conferences. However, we, as a community, are still struggling with research relevance and utility. The goal of this paper is to act as another ""wake-up call"" for the community to reflect and act on the relevance of SE research. The contributions of this paper are as follows: (1) a review of the debate on research relevance in other fields; (2) a Multi-vocal Literature Review (MLR) of the debate in SE (46 sources) and the suggestions discussed in the community for improving the situation; (3) a summary of the experience of the authors in conducting SE research with varying degrees of relevance; and (4) a review of recent activities being done in the SE community to improve relevance. There has been no systematic literature review on the topic of research relevance in SE yet. Some of our MLR findings are that: the top-3 root causes of low relevance, as discussed in the community are: (1) Simplistic view (wrong assumptions) about SE in practice; (2) Wrong identification of research problems (needs); and (3) Issues with research mindset. The top-3 suggestions for improving research relevance are: (1) Using appropriate research approaches such as action-research, that would increase chances of research relevance; (2) Choosing relevant (practical) problems; and (3) Collaborating with industry. By synthesizing all the discussions on this debate so far, this paper hopes to encourage further discussions and actions in the community to increase our collective efforts to improve the research relevance in our discipline.",237504693,4,192,,
10.12688/emeraldopenres.12891.1,Challenges in developing university-industry relationship: Quantitative evidence from higher education institutions in the UAE,Abhilasha Singh,Emerald Open Research,2019,"Background and objective: The lack of human and intellectual resources and capital has affected the survival of different industries and organizations in this globally competitive world. Universities have failed to provide necessary human resources to these organizations. The coordination between industries and universities is not optimal. Such challenges are being faced in the United Arab Emirates (UAE); therefore, there is a need to investigate the reasons behind these challenges to develop an ideal university-industry relationship in UAE. The present study aims to evaluate the missing links in the relationships between universities and industries of UAE. Methods: A quantitative research design has been used to recruit 100 department heads and senior professors from 20 public and private universities in the UAE. Descriptive statistics, regression analysis and factor analysis have been used to analyze the data collected through SPSS v.20. Results: The results have shown a significant and positive impact of intellectual property (IP) policies (p = 0.045) and scientific knowledge (p = 0.023) on knowledge transfer; IP policies (p = 0.067), shared governance (p = 0.018) and scientific knowledge (p = 0.017) on trust; IP policies (p = 0.069), shared governance (p = 0.034) and scientific knowledge (p = 0.018) on innovation performance. Conclusion: The findings have suggested that the role of interorganizational governance mechanisms is important in university industry collaborations to increase trust, innovation, and shared governance.",110572474,7,20,,
10.1002/smr.2235,A systematic mapping of test case generation techniques using UML interaction diagrams,"Nasir Mehmood Minhas, Sohaib Masood, K. Petersen, A. Nadeem",J. Softw. Evol. Process.,2019,"Model‐based test case generation techniques provide a mechanism to derive tests systematically. This study provides a systematic mapping of test case generation techniques based on UML interaction diagrams. The study compares the test case generation techniques regarding their capabilities and limitations, and it also assesses the reporting quality of the primary studies. We can conclude that the studies presenting test case generation techniques using UML interaction diagrams were not following the guidelines for research methods (eg, case studies or experiments). Solutions were not empirically evaluated in industrial contexts. Our study revealed that better tool support is needed to introduce the UML interaction diagram–based test case generation techniques in the industry.",279626079,6,79,,
10.1109/chase58964.2023.00017,Hearing the voice of experts: Unveiling Stack Exchange communities’ knowledge of test smells,"L. Martins, Denivan Campos, Railana Santana, Joselito Mota Junior, Heitor A. X. Costa, Ivan Machado","IEEE/ACM International Conference on Connected Health: Applications, Systems and Engineering Technologies",2023,"Refactorings are transformations to improve the code design without changing overall functionality and observable behavior. During the refactoring process of smelly test code, practitioners may struggle to identify refactoring candidates and define and apply corrective strategies. This paper reports on an empirical study aimed at understanding how test smells and test refactorings are discussed on the Stack Exchange network. Developers commonly count on Stack Exchange to pick the brains of the wise, i.e., to ‘look up’ how others are completing similar tasks. Therefore, in light of data from the Stack Exchange discussion topics, we could examine how developers understand and perceive test smells, the corrective actions they take to handle them, and the challenges they face when refactoring test code aiming to fix test smells. We observed that developers are interested in others’ perceptions and hands-on experience handling test code issues. Besides, there is a clear indication that developers often ask whether test smells or anti-patterns are either good or bad testing practices than code-based refactoring recommendations.",281434767,5,57,,
10.1109/icimu49871.2020.9243311,Systematic Literature Review on Global Software Development Risks in Agile Methodology,"Zuriyaninatasa Podari, Adila Firdaus Bt Arbain, N. Ibrahim, Dayang Norhayati Abang Jawawi, Wan Mohd Nasir Wan Kadir, Azim Muhammad Fahmi",2020 8th International Conference on Information Technology and Multimedia (ICIMU),2020,"Background: The word “Global Software Development” can be described as the development of software, with development teams spread across different geographical locations. Problem statement: The issues arise when there are gaps in information, workflows or processes, policies and others in the world. Objective: This paper aims to build an understanding of the risk in Global Software Development. Then, to identify category risk in Global Software Development and how Agile can reduce or mitigate their challenges. Method: This review paper using the standard systematic literature review method by Kitchehamm by reviewing and analyzing the relevant state-of -art techniques and approaches in the journal libraries based on the research questions. Results: The findings show that communication in Agile Global Software development is the main risk challenge. Contribution: The contributions of this paper may support the academician to propose and validate an enhanced approach to solve the issues if risk management in Agile GSD environment and assist the practitioners in choosing the most suitable and relevant method based on the requirement of Agile GSD project. This review paper is also focusing on the contribution to the Software Engineering Management and Software Engineering Models and Methods Knowledge Area.",215104259,4,25,,
10.1145/3106237.3117778,What do software engineers care about? gaps between research and practice,"Vladimir Ivanov, Alan Rogers, G. Succi, Jooyong Yi, V. Zorin",ESEC/SIGSOFT FSE,2017,"It is a cliche to say that there is a gap between research and practice. As the interest and importance in the practical impact of research has been growing, the gap between research and practice is expected to be narrowing. However, our study reveals that there still seems to be a wide gap. We survey so ware engineers about what they care about when developing so ware. We then compare our survey results with the research topics of the papers published in ICSE/FSE recently. We found the following discrepancy: while so ware engineers care more about so ware development productivity than the quality of so ware, papers on research areas closely related to so ware productivity--such as so ware development process management and so ware development techniques--are significantly less published than papers on so ware verification and validation that account for more than half of publications. We also found that so ware engineers are in great need for techniques for accurate effort estimation, and they are not necessarily knowledgable about techniques they can use to meet their needs.",98779700,43,39,,
10.17706/jsw.12.10.773-782,Industrial Validation of Software Outsourcing Partnership Model (SOPM): A Case Study Protocol,"Sikandar Ali, Hongqi Li, S. Khan, Zhongguo Yang",J. Softw.,2017,": Software outsourcing partnership (SOP) is a type of client-vendor cooperative relationship for achieving mutually beneficial goals and is totally based on mutual trust and commitment. Usually, a fruitful outsourcing association may possibly convert to outsourcing partnership. The development of SOP depends on the employment of various factors like ‘mutual inter-dependence and shared values’, ‘organizational proximity’, ‘reciprocal trust’, ‘effective communication’, ‘joint management’, and ‘high-quality production’. We have identified a list of 142 ‘practices’ for 14 critical factors using Systematic Literature Review (SLR) methods. For the validation of the findings of SLR, an industrial survey was conducted. We have then distributed these factors and practices in five levels of the SOP model. The objective of this paper is the development of a protocol for evaluation of SOP model in the industrial environment. This evaluation will check the suitability of the newly developed model in real world settings and will inform about areas where model needs improvements according to the requirement of the software industry.",70234510,0,36,,
10.1145/3652157,Advanced White-Box Heuristics for Search-Based Fuzzing of REST APIs,"Andrea Arcuri, Man Zhang, Juan P. Galeotti",ACM Transactions on Software Engineering and Methodology,2023,"Due to its importance and widespread use in industry, automated testing of REST APIs has attracted major interest from the research community in the last few years. However, most of the work in the literature has been focused on black-box fuzzing. Although existing fuzzers have been used to automatically find many faults in existing APIs, there are still several open research challenges that hinder the achievement of better results (e.g., in terms of code coverage and fault finding). For example, under-specified schemas are a major issue for black-box fuzzers. Currently, EvoMaster is the only existing tool that supports white-box fuzzing of REST APIs. In this paper, we provide a series of novel white-box heuristics, including for example how to deal with under-specified constrains in API schemas, as well as under-specified schemas in SQL databases. Our novel techniques are implemented as an extension to our open-source, search-based fuzzer EvoMaster. An empirical study on 14 APIs from the EMB corpus, plus one industrial API, shows clear improvements of the results in some of these APIs.",283960406,18,85,,
10.1109/fie44824.2020.9274190,Involving IT professionals in Scrum student teams: An empirical study on the impact of students’ learning,"P. Linos, Ryan Rybarczyk, Nathan Partenheimer",2020 IEEE Frontiers in Education Conference (FIE),2020,"This is a full paper under the Innovative Practice category. It presents an empirical study that describes our efforts, reflections and lessons learned from including Information Technology (IT) professionals in an undergraduate Computer Science and Software Engineering (CSSE) course, which introduces Scrum as an agile software development methodology. We discuss how students, who took such a course, perceive their interaction with IT professionals as an overall positive learning experience and an opportunity to interject real world lessons and scenarios into course content. Moreover, we report on some useful observations and the feedback we received from the professionals, who volunteered and committed to engage regularly with our student Scrum teams throughout this course. We discuss how we leveraged the feedback we received, from both students and IT professionals, to incrementally fine-tune our course while teaching it. Based on the empirical data gathered during our study, we explain how this win-win collaboration has been beneficial to everyone involved. More specifically, we have found that this approach helps students better understand and apply important principles, methods and tools for software development, become familiar with team dynamics, communicate effectively with an IT professional and gain a better appreciation of the inherent challenges involved in crafting larger and realistic software applications. In addition, we observed that such an engagement provides not only some gratification to IT professionals, who have the opportunity to mentor our students both inside and outside of the classroom, but also an opportunity for them to refresh their knowledge on certain methodologies, technologies and tools used during our course. We conclude by discussing some of the instructor’s challenges while teaching this course as well as our plans to continue improving it by strengthening the involvement of IT professionals in student teams.",12791002,10,38,,
10.1016/j.infsof.2018.12.003,A survey on software testability,"V. Garousi, M. Felderer, Feyza Nur Kilicaslan",Information and Software Technology,2018,(missing abstract),279566549,50,267,,
10.1109/ms.2018.3571250,Industry-Academia Collaboration in Software Engineering,"Jeffrey C. Carver, Rafael Prikladnicki",IEEE Softw.,2018,"This article aims to encourage more industry–academia collaborations by highlighting examples of successful collaborations. Through these examples, the authors hope to help practitioners and researchers understand the breadth of options available for such interactions. This article is part of a theme issue on software engineering’s 50th anniversary.",190537936,19,7,,
10.1002/smr.1964,Agile practices for global software development vendors in the development of green and sustainable software,"Nasir Rashid, S. Khan",J. Softw. Evol. Process.,2018,"Over the last decade, the use of agile methods has grown dramatically for software development. Agile methods guarantee to accelerate the delivery of remarkable software with increased user satisfaction and reduced cost. However, in recent years, due to emergence of green software engineering, software developers are compelled to focus more on green and sustainable aspects of software. Global software engineering aims to design, develop, and use a software with limited energy and computing resources. Recently, software engineers in global software development (GSD) have adapted agile methods for quick, interactive, and environment‐friendly software development. However, there is a lack of specific practices to be followed by GSD vendors in the development of green and sustainable software.",280398583,27,110,,
(missing DOI),"Student difficulties in Unit Testing, Integration Testing and Continuous Integration: An exploratory pilot qualitative study","Bhuvana Gopal, S. Cooper, Justin Olmanson, Ryan Bockmon",PPIG,2021,"In this exploratory pilot study, we trace students’ experiences in designing, developing and deploying unit and integration tests, as well as setting up and running continuous integration, during a semester-long, industry-partnered software engineering course project. We conducted a qualitative study using semi-structured interviews, and combined them with researcher memos, and reﬂective researcher journals. In so doing, we identiﬁed various difﬁculties that our novice testers were plagued by during the testing and DevOps process. Some of those difﬁculties include: communication within the team and other stakeholders, prioritization of features to be tested, entry and exit criteria for tests, difﬁculties with learning tools associated with testing, the time commitment involved in designing, writing and implementing meaningful tests, not knowing what kind of questions to ask and of whom, and how to look for test completeness beyond code coverage. We investigate and discuss these difﬁculties in detail. We also explore the cognitive biases identiﬁed as impediments to these testers in accomplishing their testing goals.",245615831,7,42,,
10.1109/ms.2018.227110307,Automated Testing of Simulation Software in the Aviation Industry: An Experience Report,"V. Garousi, Seckin Tasli, Onur Sertel, Mustafa Tokgoz, Kadir Herkiloglu, Hikmet Ferda Ergunes Arkin, Osman Bilir",IEEE Software,2019,An industry-academia collaboration developed a test automation framework for aviation simulation software. The technology has been successfully deployed in several test teams.,61115520,9,15,,
10.1109/seaa51224.2020.00053,Lessons Learned on Research Co-Creation: Making Industry-Academia Collaboration Work,"D. Marijan, A. Gotlieb",2020 46th Euromicro Conference on Software Engineering and Advanced Applications (SEAA),2020,"How to increase the impact of software engineering research in the software industry and the society at large is a critical yet perplexing question to answer. Constrained by curtailed communication between researchers and practitioners, research conducted in a vacuum, or the ""publish or perish"" mindset, research collaborations between industry and academia often fail to deliver on the promise of creating a meaningful impact for practitioners. In an attempt to address these circumstances, this paper gives insights on applying research value co-creation to industry-academia collaboration in software engineering. We observe that the core of co-creation includes commitment, continuous engagement and alignment, aiming to produce value for both sides. Further we contend that co-creation has the potential to bridge the acknowledged research-practice collaboration gap through participative knowledge generation. Our experience stems from an eight-year long large collaborative project between a research organization and Norwegian software industry and public sector services. We suggest that for achieving research impact one needs to rethink the way industry and academia engage in and run collaborative projects. Traditional technology-transfer workflows where research is created in a lab and then pushed to industry practice do not stand the best chance of success. Instead, co-creating research with all stakeholders is likely to bring about the best research impact.",214234516,8,19,,
10.23762/fso_vol8_no4_6,From innovation to market: Integrating university and industry perspectives towards commercialising research output,"N. Ismail, S. Kot, A. Aziz, Ismi Rajiani",(missing journal),2020,"In creating an innovative nation, Malaysia has taken various steps towards promoting the national agenda to commercialise their research output at university and research centres. Universities should aggressively identify research by creating products which have commercial value. Many initiatives have been undertaken for effective collaboration between both parties to materialise; nevertheless, the subject is likely to be treated as less significant. Thus, this paper aims to discuss strategies for effective collaboration between universities and industry for the successful commercialisation of research output. For this purpose, qualitative methods in the form of interviewing eight people - academic researchers and those involved in industry – were conducted. Both parties were selected because they have experience in dealing with commercialisation activities at university level. A thematic approach analysis was used to analyse the interview data, and three themes emerged from the data. The findings suggested that the effective strategies for collaboration between universities and industry are related to the commercial value of research products, intellectual property rights aspects and commitment from both universities and industry. However, barriers that hamper collaboration between the two parties must be removed to ensure effective collaboration between universities and industry in promoting commercialisation activities.",178003440,16,58,,
(missing DOI),ENACTEST - European Innovation Alliance for Testing Education,"Beatriz Marín, T. Vos, A. C. Paiva, A. R. Fasolino, M. Snoeck",RCIS Workshops,2022,"Testing software is very important, but not done well, resulting in problematic and erroneous software applications. The cause radicates from a skills mismatch between what is needed in industry, the learning needs of students, and the way testing is currently being taught at higher and vocational education institutes. The goal of this project is to identify and design seamless teaching materials for testing that are aligned with industry and learning needs. To represent the entire socio-economic environment that will benefit from the results, this project consortium is composed of a diverse set of partners ranging from universities to small enterprises. The project starts with research in sensemaking and cognitive models when doing and learning testing. Moreover, a study will be done to identify the needs of industry for training and knowledge transfer processes for testing. Based on the outcomes of this research and the study, we will design and develop capsules on teaching software testing including the instructional materials that take into account the cognitive models of students and the industry needs. Finally, we will validate these teaching testing capsules developed during the project.",233047178,6,15,,
10.1145/3377812.3381406,Software Startups in growth phase SE practices adopted to SEE,Orges Cico,2020 IEEE/ACM 42nd International Conference on Software Engineering: Companion Proceedings (ICSE-Companion),2020,"Context: Software has become ubiquitous in every corner of modern societies. During the last five decades, software engineering has also changed significantly to advance the development of various types and scales of software products. In this context, Software Engineering Education plays an essential role in keeping students updated with software technologies, processes, and practices that are popular in industries. Aim: In this PhD work, I want to answer the following research questions: To what extent software engineering trends are present in software engineering educationƒ In which way software startup in growth phase characteristics can be transferred into software engineering education contextƒ What is the impact of software startup engineering in the curriculum and to software engineering studentsƒ Method: I utilize literature review and mix-methods approaches (quantitative and qualitative data and methods triangulation) in gathering empirical evidence. More precisely, I split my research method into two phases. The first phase of the research will acquire knowledge and insight based on the existing literature review. The second research phase will split the focus in two directions. Firstly, I shall gather empirical evidence on how software startup practices are present in software engineering education. Secondly, I will conduct parallel investigations into SE practices in growth phase software startups. Expected Results: I argue that software startup engineering practices are an ultimate tool for software engineering education approaches. I expect students to acquire software engineering skills in a more realistic context while using software startup in growth phase practices.",30184192,2,22,,
